cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,elasticity,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2022,Senate,HI-S3,6/17/22,_lite,Brian Schatz,"","","","",Bob McDermott,"","","",all others,.98035,0,0,,.01965,0,0,,0,0,.98035,.01965,.002825,.5242403,407443.5,479658,336746.1,61.59752,0,0,,0,33.77885,0,0,,4.62363,0,8.515148,70.09933,42.26734,0,0,0,,0,,0,1.490386,53.07585,25.25822,0,0,0,,0,,31.80856,1007469,1.232596,27.81868,44.33485,11.31986,,,,,,,,,,,,,,,,,,,40000,12:40:38 29 Jun 2022
2022,Senate,GA-S3,6/17/22,_lite,Raphael Warnock,"","","","",Herschel Junior Walker,"","","",all others,.40225,0,0,,.59775,0,0,,0,0,.40225,.59775,.1270125,2.92633,3281728,3793328,2785336,48.50344,0,0,,0,49.84368,0,0,,1.652881,0,3.469288,53.01027,54.3413,0,0,0,,0,,0,.3102229,43.94354,45.31387,0,0,0,,0,,-7.357742,7356953,.8951061,-1.340233,7.449226,-10.16398,,,,,,,,,,,,,,,,,,,40000,12:40:38 29 Jun 2022
2022,Senate,FL-S3,6/17/22,_lite,Val Demings,"","","","",Marco Rubio,"","","",all others,.097025,0,0,,.902975,0,0,,0,0,.097025,.902975,.0255875,.2804253,6899060,7904837,5931234,43.4819,0,0,,0,53.64088,0,0,,2.877225,0,5.697575,48.68504,58.82931,0,0,0,,0,,0,.7162337,38.18734,48.42396,0,0,0,,0,,-7.44125,1.46e+07,1.019821,-10.15898,-.1463852,-20.22578,,,,,,,,,,,,,,,,,,,40000,12:40:38 29 Jun 2022
2022,Senate,CT-S3,6/17/22,_lite,Richard Blumenthal,"","","",Andrew Hyduchak,Themis Klarides,"","","","",.80455,0,0,,.195425,0,0,,.000025,0,.80455,.19545,.0397,2.401792,1249783,1444146,1057973,52.98473,0,0,,1.826678,45.1886,0,0,,0,3.784402,0,59.02773,51.1855,0,0,0,,0,,.3602272,0,46.92113,39.13784,0,0,0,,0,,12.14246,2618620,1.100113,7.796127,19.71099,-3.997541,,,,,,,,,,,,,,,,,,,40000,12:40:38 29 Jun 2022
2022,Senate,CO-S3,6/17/22,_lite,Michael Bennet,"","","","",Joe O'Dea,"","","",all others,.715125,0,0,,.284875,0,0,,0,0,.715125,.284875,.05635,1.931065,2206360,2531989,1887586,50.33249,0,0,,0,44.84069,0,0,,4.826823,0,8.820772,56.96658,51.46732,0,0,0,,0,,0,1.551891,43.62123,38.20732,0,0,0,,0,,6.733898,4183729,1.090737,5.491802,18.10847,-7.247034,,,,,,,,,,,,,,,,,,,40000,12:40:38 29 Jun 2022
2022,Senate,CA-S3,6/17/22,_lite,Alex Padilla,"","","","",Mark P. Meuser,"","","","",.90175,0,0,,.09825,0,0,,0,0,.90175,.09825,.0171,.123685,1.05e+07,1.20e+07,8963085,57.51993,0,0,,0,42.48007,0,0,,0,0,0,64.93475,49.9381,0,0,0,,0,,0,0,50.0619,35.06525,0,0,0,,0,,25.74052,2.54e+07,.9984196,15.03986,29.86949,.1238022,,,,,,,,,,,,,,,,,,,40000,12:40:38 29 Jun 2022
2022,Senate,AZ-S3,6/17/22,_lite,Mark Kelly,"","","",Marc Victor,Blake Masters,"","","","",.739675,0,0,,.260275,0,0,,.00005,0,.739675,.260325,.04615,1.524043,2289569,2646323,1938803,51.72617,0,0,,3.310504,44.96332,0,0,,0,6.423176,0,58.77464,52.00191,0,0,0,,0,,.8972782,0,44.66596,37.83401,0,0,0,,0,,-7.109708,4969373,1.068703,6.762852,20.479,-6.92918,,,,,,,,,,,,,,,,,,,40000,12:40:38 29 Jun 2022
2022,Senate,AR-S3,6/17/22,_lite,Natalie James,"","","","",John Boozman,"","","",all others,.003325,0,0,,.996675,0,0,,0,0,.003325,.996675,.000775,.0701084,835816.8,985357.1,690011.3,30.54167,0,0,,0,65.03963,0,0,,4.418698,0,8.186113,38.22137,72.73251,0,0,0,,0,,0,1.38394,22.79489,57.36814,0,0,0,,0,,-31.52285,2180916,1.015951,-34.49796,-19.65794,-49.39723,,,,,,,,,,,,,,,,,,,40000,12:40:38 29 Jun 2022
2022,Senate,AL-S3,6/17/22,_lite,Will Boyd,"","","","",Katie Britt,"","","",all others,.02175,0,0,,.97825,0,0,,0,0,.02175,.97825,.0047,.2551114,1392988,1631328,1160070,36.71363,0,0,,0,59.62063,0,0,,3.665739,0,6.99742,43.86308,66.70124,0,0,0,,0,,0,1.036272,29.59526,52.45141,0,0,0,,0,,-29.19992,3459287,.8313172,-22.90699,-9.045757,-36.6711,,,,,,,,,,,,,,,,,,,40000,12:40:38 29 Jun 2022
2022,Senate,AK-S3,6/17/22,_lite,Edgar Blatchford,"","","",Sean M. Thorne,Lisa Murkowski,Kelly C. Tshibaka,"","","",.177075,0,0,,.738325,.0843,0,,.0003,0,.177075,.822925,.0137,3.973114,260716.6,302420.1,219855.4,36.62892,0,0,,4.084454,36.06861,23.21802,0,,0,7.686646,0,47.45598,44.54853,0,30.55831,0,,0,,1.222752,0,25.77928,27.80724,0,15.78819,0,,0,,-14.61795,521658,1.218487,-22.6577,-1.234123,-43.9213,,,,,,,,,,,,,,,,,,,40000,12:40:38 29 Jun 2022
2022,Senate,WI-S3,6/15/22,_lite,Mandela Barnes,"","","","",Ron Johnson,"","","",all others,.084275,0,0,,.915725,0,0,,0,0,.084275,.915725,.016875,.559298,2281287,2617170,1949153,39.5869,0,0,,0,55.80367,0,0,,4.609434,0,8.483716,47.38775,63.45018,0,0,0,,0,,0,1.462363,31.87341,47.99665,0,0,0,,0,,-3.823667,4351464,1.045602,-16.21676,-1.138781,-31.03283,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,WA-S3,6/15/22,_lite,Patty Murray,"","","","",Tiffany Smiley,"","","","",.8135,0,0,,.1865,0,0,,0,0,.8135,.1865,.041225,1.192254,2614395,3011648,2224826,53.99106,0,0,,0,46.00894,0,0,,0,0,0,60.03042,51.91286,0,0,0,,0,,0,0,48.08714,39.96958,0,0,0,,0,,14.23072,5346645,1.059068,7.982124,20.06084,-3.825718,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,VT-S3,6/15/22,_lite,Peter Welch,"","","","",Christina Nolan,"","","",all others,.963575,0,0,,.036425,0,0,,0,0,.963575,.036425,.0061,1.795681,256850.3,297966.9,217138.2,57.68588,0,0,,0,36.43791,0,0,,5.876211,0,10.45385,65.43399,44.18799,0,0,0,,0,,0,2.095618,49.96331,28.60976,0,0,0,,0,,27.77288,503792,1.154198,21.24797,36.10201,6.45756,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,UT-S3,6/15/22,_lite,"","","","",Evan McMullin,Mike Lee,"","","",all others,0,0,0,,.909675,0,0,,.090325,0,0,1,0,0,939366.1,1097532,786043.6,0,0,0,,35.58109,49.53398,0,0,,14.88493,43.17189,22.10504,0,57.01424,0,0,0,,0,,28.04129,8.208166,0,41.94207,0,0,0,,0,,-26.29008,2145495,1.112615,-49.53398,-41.94207,-57.01424,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,SD-S3,6/15/22,_lite,Brian L. Bengs,"","","","",John R. Thune,"","","","",.004775,0,0,,.995225,0,0,,0,0,.004775,.995225,.0007125,.1815972,296657.3,346642.6,247738.9,33.22222,0,0,,0,66.77779,0,0,,0,0,0,40.72139,74.20422,0,0,0,,0,,0,0,25.79578,59.27861,0,0,0,,0,,-32.01005,647453,1.026199,-33.55557,-18.55722,-48.40845,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,SC-S3,6/15/22,_lite,Krystle Matthews,"","","",Larry Adams,Tim Scott,"","","","",.012425,0,0,,.987575,0,0,,0,0,.012425,.987575,.0024375,.1151276,1600828,1868055,1340764,35.1336,0,0,,2.82397,62.04243,0,0,,0,5.597456,0,42.52621,69.354,0,0,0,,0,,.6998575,0,27.75259,54.57915,0,0,0,,0,,-18.29783,3897996,.9588062,-26.90883,-12.38416,-41.26972,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,PA-S3,6/15/22,_lite,John Fetterman,"","","","",Mehmet Oz,"","","",all others,.5439,0,0,,.4561,0,0,,0,0,.5439,.4561,.08695,1.404927,4679453,5381108,3994553,48.62467,0,0,,0,47.65951,0,0,,3.715818,0,7.05812,54.77407,53.72302,0,0,0,,0,,0,1.059117,42.53091,41.48491,0,0,0,,0,,-2.976064,9742133,.9917317,.9651604,12.82155,-10.74047,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,OR-S3,6/15/22,_lite,Ron Wyden,"","","","",Jo Rae Perkins,"","","",all others,.905425,0,0,,.094575,0,0,,0,0,.905425,.094575,.0171,.8020762,1611981,1853303,1371822,54.67186,0,0,,0,39.76819,0,0,,5.559955,0,9.920889,62.32896,47.36042,0,0,0,,0,,0,1.943946,46.99578,32.14768,0,0,0,,0,,10.62213,3113975,.979912,14.90367,29.50414,.3719196,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,OK-S3,6/15/22,_lite,Madison Horn,"","","","",James Lankford,"","","",all others,.00155,0,0,,.99845,0,0,,0,0,.00155,.99845,.0002875,.0198614,1094481,1289588,903774,28.67845,0,0,,0,67.13432,0,0,,4.187237,0,7.879115,36.06597,74.5123,0,0,0,,0,,0,1.252611,21.25322,59.66478,0,0,0,,0,,-36.97133,2842656,.9560909,-38.45586,-24.1352,-52.82323,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,OK-S2,6/15/22,_lite,Kendra Horn,"","","","",Markwayne Mullin,"","","",all others,.010025,0,0,,.989975,0,0,,0,0,.010025,.989975,.0020375,.1449257,1062996,1254449,874141.6,33.78701,0,0,,0,62.02575,0,0,,4.187237,0,7.83397,41.32694,69.42862,0,0,0,,0,,0,1.266629,26.27319,54.43233,0,0,0,,0,,-36.97133,2842656,.9560909,-28.23874,-13.64678,-42.63306,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,OH-S3,6/15/22,_lite,Tim Ryan,"","","",Kelli Prather,J.D. Vance,"","","","",.26315,0,0,,.7368,0,0,,.00005,0,.26315,.73685,.0666,1.244603,4045969,4666687,3443921,45.75476,0,0,,2.956581,51.28866,0,0,,0,5.776915,0,51.6624,57.15045,0,0,0,,0,,.7560754,0,39.88356,45.3464,0,0,0,,0,,-12.10777,8831240,1.020508,-5.533901,5.887829,-16.82601,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,NY-S3,6/15/22,_lite,Charles E. Schumer,"","","","",Joe Pinion,"","","",all others,.954025,0,0,,.045975,0,0,,0,0,.954025,.045975,.00825,.1092526,5709545,6582889,4849304,57.19984,0,0,,0,37.46059,0,0,,5.339566,0,9.638554,64.77365,45.10011,0,0,0,,0,,0,1.816399,49.50781,29.83426,0,0,0,,0,,19.93185,1.34e+07,.9687177,19.73925,34.20841,5.065254,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,NV-S3,6/15/22,_lite,Catherine Cortez Masto,"","","","",Adam Paul Laxalt,"","","",all others,.64775,0,0,,.35225,0,0,,0,0,.64775,.35225,.087175,6.571018,1003087,1160480,848237.9,49.36941,0,0,,0,46.42363,0,0,,4.206959,0,7.836569,54.84812,51.84543,0,0,0,,0,,0,1.279997,43.91873,40.84631,0,0,0,,0,,-2.531046,2105890,1.055355,2.945774,13.39265,-7.276556,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,NH-S3,6/15/22,_lite,Maggie Hassan,"","","","",Donald C. Bolduc,"","","",all others,.708275,0,0,,.291725,0,0,,0,0,.708275,.291725,.0688125,8.400207,619379.3,711150.3,530308.7,51.07404,0,0,,0,46.43914,0,0,,2.486823,0,4.96247,56.76785,52.13092,0,0,0,,0,,0,.5769683,45.34897,40.70903,0,0,0,,0,,.5605241,1075858,1.206824,4.634892,15.73619,-6.522091,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,ND-S3,6/15/22,_lite,Katrina Christiansen,"","","","",John Hoeven,"","","","",.003025,0,0,,.996975,0,0,,0,0,.003025,.996975,.0005,.1585951,238374.4,280287.4,197364.5,31.79179,0,0,,0,68.20821,0,0,,0,0,0,39.44056,75.80637,0,0,0,,0,,0,0,24.19363,60.55944,0,0,0,,0,,-37.07663,560506,1.093219,-36.41643,-21.11889,-51.61272,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,NC-S3,6/15/22,_lite,Cheri Beasley,"","","","",Ted Budd,"","","",all others,.349975,0,0,,.650025,0,0,,0,0,.349975,.650025,.10975,2.574045,3223798,3736564,2719846,47.481,0,0,,0,50.22641,0,0,,2.292594,0,4.643421,52.26991,55.00404,0,0,0,,0,,0,.5051044,42.64005,45.39155,0,0,0,,0,,-4.822354,7698417,.9338832,-2.745415,6.524984,-12.01604,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,MO-S3,6/15/22,_lite,Lucas Kunce,"","","","",Eric Greitens,"","","",all others,.362725,0,0,,.637275,0,0,,0,0,.362725,.637275,.0932375,3.64198,1935675,2255784,1623708,45.78823,0,0,,0,48.6964,0,0,,5.515375,0,9.877115,51.55426,54.45484,0,0,0,,0,,0,1.920201,40.00681,42.85845,0,0,0,,0,,-20.98703,4580390,.9401103,-2.908169,7.810369,-13.69239,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,MD-S3,6/15/22,_lite,Chris Van Hollen,"","","","",James Tarantin,"","","","",.98035,0,0,,.01965,0,0,,0,0,.98035,.01965,.0035625,.1449986,1857678,2163774,1557289,61.69907,0,0,,0,38.30093,0,0,,0,0,0,68.70399,45.29711,0,0,0,,0,,0,0,54.70289,31.29601,0,0,0,,0,,26.27618,4305056,.8671917,23.39815,37.40798,9.405777,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,LA-S3,6/15/22,_lite,Gary Chambers,Luke Mixon,Syrita Steib,"",Xan John,John Kennedy,"","","","",.014525,.0014,.000225,,.983675,0,0,,.000175,0,.01615,.98385,.0101875,.5996844,1284471,1509503,1065559,21.20739,10.6037,4.544441,,4.249318,59.39516,0,0,,0,7.934771,0,28.61209,69.55112,16.51464,0,0,,8.326637,,1.302201,0,13.55484,50.14491,5.013222,0,0,,1.398732,,-20.37954,3372421,.9194398,-23.03963,-4.940825,-43.06923,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,KY-S3,6/15/22,_lite,Charles Booker,"","","","",Rand Paul,"","","","",.017275,0,0,,.982725,0,0,,0,0,.017275,.982725,.003425,.1836173,1410348,1641007,1187470,40.07325,0,0,,0,59.92675,0,0,,0,0,0,45.91905,65.69379,0,0,0,,0,,0,0,34.30622,54.08095,0,0,0,,0,,-27.19556,3182925,.9538169,-19.8535,-8.161903,-31.38757,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,KS-S3,6/15/22,_lite,Mark R. Holland,"","","",David C. Graham,Jerry Moran,"","","","",.012175,0,0,,.987825,0,0,,0,0,.012175,.987825,.0021875,.1789551,924237.1,1076843,775400.3,34.05282,0,0,,3.889743,62.05744,0,0,,0,7.382612,0,41.68589,69.59798,0,0,0,,0,,1.136808,0,26.5061,54.38016,0,0,0,,0,,-21.09543,2089024,1.027156,-28.00462,-13.1664,-42.69859,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,IN-S3,6/15/22,_lite,Thomas McDermott,"","","",James Sceniak,Todd Young,"","","","",.013475,0,0,,.986525,0,0,,0,0,.013475,.986525,.002525,.0994759,1919211,2246876,1600328,34.52684,0,0,,3.4114,62.06176,0,0,,0,6.56478,0,42.16436,69.60983,0,0,0,,0,,.9318752,0,26.92191,54.40212,0,0,0,,0,,-20.26319,4952167,1.040398,-27.53493,-12.56564,-42.24351,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,IL-S3,6/15/22,_lite,Tammy Duckworth,"","","",Bill Redpath,Kathy Salvi,"","","","",.907525,0,0,,.09245,0,0,,.000025,0,.907525,.092475,.0166125,.316693,3966211,4570637,3370323,55.84465,0,0,,3.308172,40.84718,0,0,,0,6.392168,0,63.35744,48.23533,0,0,0,,0,,.8969244,0,48.42694,33.32987,0,0,0,,0,,13.22368,8928145,.9643387,14.99748,29.5998,.5749416,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,ID-S3,6/15/22,_lite,David Roth,"","","","",Mike Crapo,"","","",all others,.00265,0,0,,.99735,0,0,,0,0,.00265,.99735,.00035,.0463843,570527.4,668772.2,474806.1,28.2629,0,0,,0,64.9994,0,0,,6.737695,0,11.74902,36.02753,72.79579,0,0,0,,0,,0,2.585225,20.4646,57.10979,0,0,0,,0,,-36.76822,1297934,1.019634,-36.7365,-21.90905,-51.44787,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,IA-S3,6/15/22,_lite,Michael Franken,"","","","",Chuck Grassley,"","","","",.148925,0,0,,.851075,0,0,,0,0,.148925,.851075,.033875,2.137478,1198276,1381987,1021689,44.84119,0,0,,0,55.15881,0,0,,0,0,0,51.24437,61.58471,0,0,0,,0,,0,0,38.41529,48.75563,0,0,0,,0,,-9.622491,2295209,1.071837,-10.31762,2.488735,-23.16942,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,HI-S3,6/15/22,_lite,Brian Schatz,"","","","",Bob McDermott,"","","",all others,.979775,0,0,,.020225,0,0,,0,0,.979775,.020225,.00295,.5473303,407522.8,478666.6,336704.7,61.67355,0,0,,0,33.70282,0,0,,4.62363,0,8.503283,70.06023,42.20442,0,0,0,,0,,0,1.465435,53.19297,25.23662,0,0,0,,0,,31.80856,1007469,1.232596,27.97073,44.32284,11.52116,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,GA-S3,6/15/22,_lite,Raphael Warnock,"","","","",Herschel Junior Walker,"","","",all others,.399925,0,0,,.600075,0,0,,0,0,.399925,.600075,.13025,2.999585,3283189,3795114,2789803,48.47715,0,0,,0,49.87693,0,0,,1.645924,0,3.431754,53.01076,54.3797,0,0,0,,0,,0,.3041874,43.92856,45.30447,0,0,0,,0,,-7.357742,7356953,.8951061,-1.39978,7.444323,-10.2147,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,FL-S3,6/15/22,_lite,Val Demings,"","","","",Marco Rubio,"","","",all others,.09785,0,0,,.90215,0,0,,0,0,.09785,.90215,.025825,.2829072,6902012,7895962,5929004,43.45304,0,0,,0,53.68222,0,0,,2.864744,0,5.688529,48.69402,58.95033,0,0,0,,0,,0,.7147408,38.13687,48.374,0,0,0,,0,,-7.44125,1.46e+07,1.019821,-10.22918,-.1138649,-20.39037,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,CT-S3,6/15/22,_lite,Richard Blumenthal,"","","",Andrew Hyduchak,Themis Klarides,"","","","",.804825,0,0,,.195175,0,0,,0,0,.804825,.195175,.0423625,2.561246,1250575,1446613,1059024,52.97874,0,0,,1.81912,45.20214,0,0,,0,3.775827,0,59.02083,51.2212,0,0,0,,0,,.3558679,0,46.96745,39.14879,0,0,0,,0,,12.14246,2618620,1.100113,7.776592,19.68383,-4.047785,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,CO-S3,6/15/22,_lite,Michael Bennet,"","","","",Joe O'Dea,"","","",all others,.828825,0,0,,.171175,0,0,,0,0,.828825,.171175,.0309,1.070525,2182434,2506780,1866628,52.61,0,0,,0,41.6346,0,0,,5.755406,0,10.22741,60.56389,49.46298,0,0,0,,0,,0,2.042217,44.72945,33.66287,0,0,0,,0,,6.733898,4183729,1.090737,10.9754,26.27993,-4.059858,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,CA-S3,6/15/22,_lite,Alex Padilla,"","","","",Mark P. Meuser,"","","","",.902075,0,0,,.097925,0,0,,0,0,.902075,.097925,.018025,.1302992,1.05e+07,1.20e+07,8972636,57.52056,0,0,,0,42.47944,0,0,,0,0,0,64.99989,49.92163,0,0,0,,0,,0,0,50.07837,35.00011,0,0,0,,0,,25.74052,2.54e+07,.9984196,15.04112,29.99978,.1567383,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,AZ-S3,6/15/22,_lite,Mark Kelly,"","","",Marc Victor,Blake Masters,"","","","",.74015,0,0,,.259825,0,0,,.000025,0,.74015,.25985,.049975,1.649221,2291149,2651077,1942864,51.71029,0,0,,3.299549,44.99016,0,0,,0,6.376931,0,58.84371,52.00765,0,0,0,,0,,.8774217,0,44.65516,37.83696,0,0,0,,0,,-7.109708,4969373,1.068703,6.720127,20.62874,-6.936237,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,AR-S3,6/15/22,_lite,Natalie James,"","","","",John Boozman,"","","",all others,.0036,0,0,,.9964,0,0,,0,0,.0036,.9964,.000575,.0520477,835306.6,984835,690498.4,30.31883,0,0,,0,65.26247,0,0,,4.418698,0,8.203922,38.00634,72.82079,0,0,0,,0,,0,1.387195,22.70623,57.53616,0,0,0,,0,,-31.52285,2180916,1.015951,-34.94365,-19.96846,-49.60561,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,AL-S3,6/15/22,_lite,Will Boyd,"","","","",Katie Britt,"","","",all others,.01995,0,0,,.98005,0,0,,0,0,.01995,.98005,.00465,.2524823,1392520,1628091,1158604,36.53593,0,0,,0,59.79833,0,0,,3.665739,0,6.986957,43.71653,66.85365,0,0,0,,0,,0,1.034982,29.38905,52.58478,0,0,0,,0,,-29.19992,3459287,.8313172,-23.26239,-9.35615,-37.04717,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,AK-S3,6/15/22,_lite,Edgar Blatchford,"","","",Sean M. Thorne,Lisa Murkowski,Kelly C. Tshibaka,"","","",.172575,0,0,,.741625,.085475,0,,.000325,0,.172575,.827425,.0137125,3.977347,260676.8,301830.3,220438.2,36.45985,0,0,,4.084454,36.17147,23.28423,0,,0,7.648997,0,47.36358,44.681,0,30.56016,0,,0,,1.232023,0,25.65739,27.82122,0,15.84613,0,,0,,-14.61795,521658,1.218487,-22.99585,-1.469431,-44.17294,,,,,,,,,,,,,,,,,,,40000,12:14:19 29 Jun 2022
2022,Senate,WI-S3,6/14/22,_lite,Mandela Barnes,"","","","",Ron Johnson,"","","",all others,.07425,0,0,,.92575,0,0,,0,0,.07425,.92575,.0168375,.5585319,2279339,2615887,1949301,39.27368,0,0,,0,56.11689,0,0,,4.609434,0,8.566711,46.9137,63.72284,0,0,0,,0,,0,1.445954,31.58671,48.39703,0,0,0,,0,,-3.823667,4351464,1.045602,-16.84321,-2.052618,-31.56933,,,,,,,,,,,,,,,,,,,40000,12:13:39 29 Jun 2022
2022,Senate,WA-S3,6/14/22,_lite,Patty Murray,"","","","",Tiffany Smiley,"","","","",.80395,0,0,,.19605,0,0,,0,0,.80395,.19605,.038775,1.120776,2615848,3012934,2225142,53.96986,0,0,,0,46.03014,0,0,,0,0,0,59.88701,52.01059,0,0,0,,0,,0,0,47.98941,40.11299,0,0,0,,0,,14.23072,5346645,1.059068,7.939713,19.77402,-4.021187,,,,,,,,,,,,,,,,,,,40000,12:13:39 29 Jun 2022
2022,Senate,VT-S3,6/14/22,_lite,Peter Welch,"","","","",Christina Nolan,"","","",all others,.964,0,0,,.036,0,0,,0,0,.964,.036,.0056,1.647756,256965.3,297437.4,216750.7,57.66572,0,0,,0,36.41174,0,0,,5.922544,0,10.45032,65.3239,44.17336,0,0,0,,0,,0,2.124819,49.86585,28.71348,0,0,0,,0,,27.77288,503792,1.154198,21.25398,35.94964,6.364319,,,,,,,,,,,,,,,,,,,40000,12:13:39 29 Jun 2022
2022,Senate,UT-S3,6/14/22,_lite,"","","","",Evan McMullin,Mike Lee,"","","",all others,0,0,0,,.91195,0,0,,.08805,0,0,1,0,0,939602.3,1096305,785947.6,0,0,0,,35.51537,49.55362,0,0,,14.93102,43.0234,22.17632,0,57.1373,0,0,0,,0,,27.86344,8.298619,0,41.9395,0,0,0,,0,,-26.29008,2145495,1.112615,-49.55362,-41.9395,-57.1373,,,,,,,,,,,,,,,,,,,40000,12:13:39 29 Jun 2022
2022,Senate,SD-S3,6/14/22,_lite,Brian L. Bengs,"","","","",John R. Thune,"","","","",.003925,0,0,,.996075,0,0,,0,0,.003925,.996075,.000875,.2230665,296587.6,346632.6,248034.5,33.0752,0,0,,0,66.9248,0,0,,0,0,0,40.44083,74.53462,0,0,0,,0,,0,0,25.46538,59.55917,0,0,0,,0,,-32.01005,647453,1.026199,-33.84959,-19.11834,-49.06924,,,,,,,,,,,,,,,,,,,40000,12:13:39 29 Jun 2022
2022,Senate,SC-S3,6/14/22,_lite,Krystle Matthews,"","","",Larry Adams,Tim Scott,"","","","",.011825,0,0,,.988175,0,0,,0,0,.011825,.988175,.0027375,.1293444,1600243,1868119,1339116,34.97277,0,0,,2.82397,62.20325,0,0,,0,5.582754,0,42.29726,69.65952,0,0,0,,0,,.6864706,0,27.56464,54.79427,0,0,0,,0,,-18.29783,3897996,.9588062,-27.23048,-12.82003,-41.78023,,,,,,,,,,,,,,,,,,,40000,12:13:39 29 Jun 2022
2022,Senate,PA-S3,6/14/22,_lite,John Fetterman,"","","","",Mehmet Oz,"","","",all others,.3543,0,0,,.6457,0,0,,0,0,.3543,.6457,.0813,1.320231,4656073,5348410,3977403,46.59686,0,0,,0,49.96303,0,0,,3.440107,0,6.641515,52.84707,56.26185,0,0,0,,0,,0,.9399561,40.2381,43.68515,0,0,0,,0,,-2.976064,9742133,.9917317,-3.366169,8.747252,-15.54908,,,,,,,,,,,,,,,,,,,40000,12:13:39 29 Jun 2022
