cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2022,Governor,MN-G1,6/25/22,_lite,Tim Walz,"","","","",Scott Jensen,"","","",all others,.695825,0,0,,.304175,0,0,,0,0,.695825,.304175,.042525,1.556662,2196909,2569302,1830278,49.05644,0,0,,0,44.7478,0,0,,6.195764,0,10.87025,54.86313,50.62416,0,0,0,,0,,0,2.275619,43.0204,38.82162,0,0,0,,0,,1.988413,4066265,4.308647,15.0489,-6.597916,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,MI-G1,6/25/22,_lite,Gretchen Whitmer,"","","",Ryan D. Kelley,Ryan D. Kelley,"","","","",.881675,0,0,,.118325,0,0,,0,0,.881675,.118325,.014375,.3276984,3527732,4179134,2896897,55.49961,0,0,,3.021312,41.47907,0,0,,0,5.86579,0,63.2469,49.27763,0,0,0,,0,,.7853938,0,47.7222,33.71636,0,0,0,,0,,-1.182822,7501276,14.02054,29.18039,-1.195995,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,ME-G1,6/25/22,_lite,Janet T. Mills,"","","",Sam Hunkler,Paul R. LePage,"","","","",.70095,0,0,,.299025,0,0,,.000025,0,.70095,.299025,.04095,5.817618,566070.8,664654.6,469897.3,51.17823,0,0,,2.231024,46.59075,0,0,,0,4.517928,0,56.90539,52.42698,0,0,0,,0,,.4899217,0,45.35018,40.83762,0,0,0,,0,,4.372984,1088975,4.587479,15.78785,-6.807407,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,MD-G1,6/25/22,_lite,Peter Franchot,"","","","",Kelly Schulz,"","","",all others,.95685,0,0,,.04315,0,0,,0,0,.95685,.04315,.0049875,.2198362,1824508,2191215,1464513,59.1843,0,0,,0,37.39726,0,0,,3.418436,0,6.551466,67.12046,45.50751,0,0,0,,0,,0,.9402567,51.10612,29.37107,0,0,0,,0,,26.27618,4305056,21.78704,37.42133,6.005596,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,MA-G1,6/25/22,_lite,Maura Healey,"","","","",Geoff Diehl,"","","",all others,.99425,0,0,,.00575,0,0,,0,0,.99425,.00575,.0004875,.0178433,2197158,2631033,1774219,59.36317,0,0,,0,35.95937,0,0,,4.677456,0,8.629799,65.20517,41.79005,0,0,0,,0,,0,1.498906,53.45412,30.08718,0,0,0,,0,,32.67038,4999558,23.4038,34.39773,12.37718,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,KS-G1,6/25/22,_lite,Laura Kelly,"","","",Seth Cordell,Derek Schmidt,"","","","",.32995,0,0,,.669975,0,0,,.000075,0,.32995,.669975,.078775,6.455114,981401.1,1165029,801879.3,46.46391,0,0,,2.662525,50.87357,0,0,,0,5.264543,0,53.09126,57.55173,0,0,0,,0,,.6489586,0,39.78613,44.21756,0,0,0,,0,,-21.09543,2089024,-4.409657,8.65559,-17.47955,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,IL-G1,6/25/22,_lite,J.B. Pritzker,"","","","",Darren Bailey,"","","","",.969775,0,0,,.030225,0,0,,0,0,.969775,.030225,.0032375,.0583702,4460469,5269816,3673395,60.03679,0,0,,0,39.96321,0,0,,0,0,0,66.54359,46.59862,0,0,0,,0,,0,0,53.40138,33.45641,0,0,0,,0,,13.22368,8928145,20.07357,33.08717,6.802769,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,ID-G1,6/25/22,_lite,Stephen Heidt,"","","","",Brad Little,"","","",all others,.000625,0,0,,.999375,0,0,,0,0,.000625,.999375,.000325,.0510499,511976.7,620302.3,405358.9,22.5787,0,0,,0,70.11411,0,0,,7.307197,0,12.43235,30.63708,78.09474,0,0,0,,0,,0,2.955422,14.48253,62.03024,0,0,0,,0,,-36.76822,1297934,-47.53541,-32.24344,-62.7489,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,IA-G1,6/25/22,_lite,Deidre DeJear,"","","",Rick Stewart,Kim Reynolds,"","","","",.1022,0,0,,.8978,0,0,,0,0,.1022,.8978,.0641125,4.274059,1206325,1414461,1000506,43.76414,0,0,,1.842424,54.39344,0,0,,0,3.796796,0,49.26596,59.83591,0,0,0,,0,,.3648875,0,38.26203,48.90967,0,0,0,,0,,-9.622491,2295209,-10.6293,.1099339,-21.33115,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,HI-G1,6/25/22,_lite,Josh Green,"","","","",Heidi Haunani Tsuneyoshi,"","","",all others,.97995,0,0,,.02005,0,0,,0,0,.97995,.02005,.00235,.5115218,369458.6,451278.8,289032.7,61.63789,0,0,,0,33.9533,0,0,,4.408811,0,8.215633,69.91609,42.2455,0,0,0,,0,,0,1.380418,53.21954,25.62916,0,0,0,,0,,31.80856,1007469,27.6846,43.79107,11.39348,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,GA-G1,6/25/22,_lite,Stacey Abrams,"","","","",Brian Kemp,"","","",all others,.197725,0,0,,.802275,0,0,,0,0,.197725,.802275,.1056875,2.595293,3274910,3906329,2668710,45.61718,0,0,,0,51.81629,0,0,,2.566533,0,5.131424,50.56664,56.80618,0,0,0,,0,,0,.6035972,40.56719,46.86127,0,0,0,,0,,-7.357742,7356953,-6.199108,3.299732,-15.83004,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,FL-G1,6/25/22,_lite,Charlie Crist,"","","","",Ron DeSantis,"","","",all others,.104,0,0,,.895975,0,0,,0,0,.104,.895975,.0792625,.8494303,7504160,8799019,6224560,43.61169,0,0,,0,53.01881,0,0,,3.369494,0,6.447837,48.66164,58.107,0,0,0,,0,,0,.9184695,38.52117,47.97023,0,0,0,,0,,-7.44125,1.46e+07,-9.407116,.1653309,-19.0826,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,CT-G1,6/25/22,_lite,Edward Lamont,"","","","",Robert Stefanowski,"","","",all others,.873875,0,0,,.126125,0,0,,0,0,.873875,.126125,.014425,.908873,1276364,1509657,1048814,52.72127,0,0,,0,43.86667,0,0,,3.41206,0,6.540786,57.95937,49.09564,0,0,0,,0,,0,.9360116,47.48396,38.52422,0,0,0,,0,,12.14246,2618620,8.854599,18.92587,-1.102308,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,CO-G1,6/25/22,_lite,Jared Polis,"","","","",Heidi Ganahl,"","","",all others,.822625,0,0,,.177375,0,0,,0,0,.822625,.177375,.0213125,.7781708,2202529,2580151,1837131,50.96316,0,0,,0,41.84297,0,0,,7.193871,0,12.27292,57.68679,48.6915,0,0,0,,0,,0,2.886127,44.0347,34.959,0,0,0,,0,,6.733898,4183729,9.120186,21.68876,-3.655228,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,CA-G1,6/25/22,_lite,Gavin Newsom,"","","","",Brian Dahle,"","","","",.99335,0,0,,.00665,0,0,,0,0,.99335,.00665,.000775,.0060702,1.03e+07,1.24e+07,8192446,66.70679,0,0,,0,33.29321,0,0,,0,0,0,74.51326,41.17727,0,0,0,,0,,0,0,58.82273,25.48674,0,0,0,,0,,25.74052,2.54e+07,33.41357,49.02651,17.64547,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,AZ-G1,6/25/22,_lite,Katie Hobbs,"","","",Steve Remus,Kari Lake,"","","","",.390425,0,0,,.60955,0,0,,.000025,0,.390425,.60955,.0858375,3.126049,2208225,2634288,1796345,47.97935,0,0,,1.68684,50.33381,0,0,,0,3.498281,0,53.74744,56.20197,0,0,0,,0,,.3243324,0,42.07491,44.56726,0,0,0,,0,,-7.109708,4969373,-2.354458,8.998838,-14.00541,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,AR-G1,6/25/22,_lite,Chris Jones,"","","",Ricky Dale Harrington Jr.,Sarah Huckabee Sanders,"","","","",.008525,0,0,,.991475,0,0,,0,0,.008525,.991475,.00575,.5524291,837053.8,1016754,660390.4,36.64017,0,0,,1.250474,62.10936,0,0,,0,2.675845,0,43.07954,68.44218,0,0,0,,0,,.2069823,0,30.3403,55.67039,0,0,0,,0,,-31.52285,2180916,-25.46919,-12.70727,-37.92662,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,AL-G1,6/25/22,_lite,Malika Sanders-Fortier,"","","","",Kay Ivey,"","","",all others,.001425,0,0,,.998575,0,0,,0,0,.001425,.998575,.0005875,.034753,1359496,1647570,1078772,26.32531,0,0,,0,69.40977,0,0,,4.264913,0,7.894925,34.21134,77.28059,0,0,0,,0,,0,1.307841,18.41389,61.49477,0,0,0,,0,,-29.19992,3459287,-43.08447,-27.84824,-58.37273,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,AK-G1,6/25/22,_lite,Les Gara,"","","",Bill Walker,Mike Dunleavy,Christopher Kurka,"","","",.093725,0,0,,.71635,.025025,0,,.1649,0,.093725,.741375,.01245,4.153566,241051.7,286567.9,196743,23.78035,0,0,,24.1,36.00182,16.11783,0,,0,32.04593,0,35.15453,45.46478,0,22.88617,0,,0,,16.46939,0,12.28009,26.98454,0,9.394789,0,,0,,-14.61795,521658,-28.33929,-7.19166,-49.82185,,,,,,,,,,,,,,,,,,,40000,12:03:45 29 Jun 2022
2022,Governor,WY-G1,6/24/22,_lite,Theresa A. Livingston,"","","","",Mark Gordon,"","","","",.00005,0,0,,.99995,0,0,,0,0,.00005,.99995,.000025,.0129145,155676.9,190749.7,120660.1,21.4571,0,0,,0,78.5429,0,0,,0,0,0,28.71671,85.8024,0,0,0,,0,,0,0,14.19761,71.28329,0,0,0,,0,,-49.87335,424412,-57.0858,-42.56659,-71.60479,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,WI-G1,6/24/22,_lite,Tony Evers,"","","","",Rebecca Kleefisch,"","","",all others,.593175,0,0,,.406825,0,0,,0,0,.593175,.406825,.060075,2.005839,2408573,2810104,2016149,48.66026,0,0,,0,46.63971,0,0,,4.700027,0,8.598511,54.68629,52.66147,0,0,0,,0,,0,1.515587,42.58135,40.59052,0,0,0,,0,,-3.823667,4351464,2.020554,13.43491,-9.401505,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,VT-G1,6/24/22,_lite,Brenda Siegel,"","","",Susan Hatch Davis,Phil Scott,"","","","",.89735,0,0,,.102625,0,0,,.000025,0,.89735,.102625,.01135,3.657754,249541.9,295358.7,204889.2,55.61896,0,0,,4.379788,40.00125,0,0,,0,8.149861,0,63.77959,48.08212,0,0,0,,0,,1.364143,0,47.47822,31.70521,0,0,0,,0,,27.77288,503792,15.61771,31.63891,-.2153702,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,TX-G1,6/24/22,_lite,Beto O'Rourke,"","","","",Greg Abbott,"","","",all others,.1055,0,0,,.8945,0,0,,0,0,.1055,.8945,.072125,.8098482,7162165,8652504,5685681,43.00354,0,0,,0,52.83575,0,0,,4.160701,0,7.740203,48.34457,58.1931,0,0,0,,0,,0,1.281823,37.60572,47.43143,0,0,0,,0,,-12.90963,1.85e+07,-9.832211,.2510777,-19.93322,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,TN-G1,6/24/22,_lite,J.B. Smiley Jr.,"","","","",Bill Lee,"","","",all others,.000925,0,0,,.999075,0,0,,0,0,.000925,.999075,.0005,.0236347,1701305,2081301,1322930,23.27079,0,0,,0,66.30882,0,0,,10.4204,0,16.69386,31.52699,74.45453,0,0,0,,0,,0,4.986053,15.08489,58.01739,0,0,0,,0,,-29.21185,4750229,-43.03802,-27.62294,-58.16924,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,SD-G1,6/24/22,_lite,Jamie Smith,"","","","",Kristi Noem,"","","","",.001325,0,0,,.998675,0,0,,0,0,.001325,.998675,.0005625,.164042,275758.9,330421.6,221663.1,28.33832,0,0,,0,71.66168,0,0,,0,0,0,36.00398,79.36186,0,0,0,,0,,0,0,20.63813,63.99602,0,0,0,,0,,-32.01005,647453,-43.32336,-27.99204,-58.72373,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,SC-G1,6/24/22,_lite,Joe Cunningham,"","","","",Henry McMaster,"","","",all others,.005425,0,0,,.994575,0,0,,0,0,.005425,.994575,.002775,.1519037,1469118,1787828,1162062,31.0338,0,0,,0,64.93537,0,0,,4.030834,0,7.562803,38.88763,72.90907,0,0,0,,0,,0,1.172707,23.06886,57.01105,0,0,0,,0,,-18.29783,3897996,-33.90157,-18.5217,-49.42228,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,RI-G1,6/24/22,_lite,Daniel J. McKee,"","","","",Ashley Kalus,"","","",all others,.9538,0,0,,.0462,0,0,,0,0,.9538,.0462,.0054375,1.38842,314949.2,380824.6,250360.7,58.51778,0,0,,0,37.37498,0,0,,4.107239,0,7.656166,66.5955,45.36913,0,0,0,,0,,0,1.247252,50.56107,29.22798,0,0,0,,0,,23.66066,794970,21.14281,36.91853,5.691885,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,PA-G1,6/24/22,_lite,Josh Shapiro,"","","","",Douglas V. Mastriano,"","","",all others,.663375,0,0,,.336625,0,0,,0,0,.663375,.336625,.0483625,.821273,4735690,5596781,3899763,50.50562,0,0,,0,47.25703,0,0,,2.237339,0,4.539576,55.77967,52.52345,0,0,0,,0,,0,.4939979,45.18257,41.993,0,0,0,,0,,-2.976064,9742133,3.248589,13.527,-7.005087,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,OR-G1,6/24/22,_lite,Tina Kotek,"","","","",Christine Drazan,"","","",all others,.546725,0,0,,.453275,0,0,,0,0,.546725,.453275,.061025,2.97454,1649871,1931438,1372866,45.50827,0,0,,0,44.22456,0,0,,10.26717,0,16.47629,52.70689,51.51403,0,0,0,,0,,0,4.799641,38.12742,36.86482,0,0,0,,0,,10.62213,3113975,1.283714,14.43124,-11.95626,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,OK-G1,6/24/22,_lite,Joy Hofmeister,"","","","",Kevin Stitt,"","","",all others,.01005,0,0,,.98995,0,0,,0,0,.01005,.98995,.0070875,.5235146,1088745,1323686,858381.8,33.31968,0,0,,0,58.70853,0,0,,7.971788,0,13.45822,40.44435,65.75256,0,0,0,,0,,0,3.322249,26.12466,51.60312,0,0,0,,0,,-36.97133,2842656,-25.38885,-12.31927,-38.39488,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,OH-G1,6/24/22,_lite,Nan Whaley,"","","",Niel Petersen,Mike DeWine,"","","","",.04295,0,0,,.957,0,0,,.00005,0,.04295,.957,.0282625,.5650456,4022436,4792994,3278653,39.59755,0,0,,4.224799,56.17766,0,0,,0,7.883142,0,45.87794,62.38553,0,0,0,,0,,1.316325,0,33.35837,49.83255,0,0,0,,0,,-12.10777,8831240,-16.58011,-4.588692,-28.37813,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,NY-G1,6/24/22,_lite,Kathy C. Hochul,"","","","",Lee M. Zeldin,"","","",all others,.9858,0,0,,.0142,0,0,,0,0,.9858,.0142,.0012375,.0181144,5493937,6610003,4398045,57.54839,0,0,,0,39.07555,0,0,,3.376057,0,6.497665,62.96268,44.45714,0,0,0,,0,,0,.9138681,52.09845,33.5453,0,0,0,,0,,19.93185,1.34e+07,18.47284,28.85549,8.147846,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,NV-G1,6/24/22,_lite,Steve Sisolak,"","","","",Joe Lombardo,"","","",all others,.58895,0,0,,.41105,0,0,,0,0,.58895,.41105,.0634875,5.54408,920917.6,1100630,747036.6,47.56077,0,0,,0,45.89852,0,0,,6.540709,0,11.36085,53.02626,51.34846,0,0,0,,0,,0,2.506136,42.03728,40.37247,0,0,0,,0,,-2.531046,2105890,1.662254,11.57169,-8.208632,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,NM-G1,6/24/22,_lite,Michelle Lujan Grisham,"","","",Karen Bedonie,Mark V. Ronchetti,"","","","",.643275,0,0,,.3567,0,0,,.000025,0,.643275,.3567,.052375,6.700511,628605.6,753948.9,507853.4,50.20164,0,0,,2.460852,47.33751,0,0,,0,4.925989,0,55.41283,52.58067,0,0,0,,0,,.5767232,0,44.91085,42.09486,0,0,0,,0,,7.143295,1493579,2.864128,12.95131,-7.333784,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,NH-G1,6/24/22,_lite,Tom Sherman,"","","","",Chris Sununu,"","","","",.0024,0,0,,.9976,0,0,,0,0,.0024,.9976,.0016125,.2471817,524620.8,620309.1,431891.3,34.25224,0,0,,0,65.74776,0,0,,0,0,0,40.54302,72.13459,0,0,0,,0,,0,0,27.86541,59.45698,0,0,0,,0,,.5605241,1075858,-31.49553,-18.91395,-44.26918,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,NE-G1,6/24/22,_lite,Carol Blood,"","","",Scott Zimmerman,Jim Pillen,"","","","",.020975,0,0,,.979,0,0,,.000025,0,.020975,.979,.0093125,1.238815,604535.9,720908.9,489586.9,35.48234,0,0,,2.695607,61.82206,0,0,,0,5.336918,0,43.39598,69.67221,0,0,0,,0,,.6615005,0,27.58936,53.87295,0,0,0,,0,,-24.75782,1365541,-26.33972,-10.71973,-41.80515,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,MN-G1,6/24/22,_lite,Tim Walz,"","","","",Scott Jensen,"","","",all others,.70135,0,0,,.29865,0,0,,0,0,.70135,.29865,.0416875,1.526004,2196910,2571192,1833430,49.05655,0,0,,0,44.74804,0,0,,6.195406,0,10.87969,54.95745,50.62002,0,0,0,,0,,0,2.279123,43.03296,38.72923,0,0,0,,0,,1.988413,4066265,4.30851,15.33581,-6.582254,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,MI-G1,6/24/22,_lite,Gretchen Whitmer,"","","",Ryan D. Kelley,Ryan D. Kelley,"","","","",.88085,0,0,,.119075,0,0,,.000075,0,.88085,.119075,.014175,.3231395,3527728,4182620,2890707,55.49977,0,0,,3.021245,41.47898,0,0,,0,5.864208,0,63.19479,49.29753,0,0,0,,0,,.7867966,0,47.65375,33.68216,0,0,0,,0,,-1.182822,7501276,14.02079,29.25275,-1.282656,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,ME-G1,6/24/22,_lite,Janet T. Mills,"","","",Sam Hunkler,Paul R. LePage,"","","","",.70355,0,0,,.2964,0,0,,.00005,0,.70355,.2964,.0406375,5.773221,566070.9,664295.3,469825.4,51.17822,0,0,,2.230864,46.59092,0,0,,0,4.509147,0,56.86572,52.39287,0,0,0,,0,,.4954596,0,45.38863,40.85237,0,0,0,,0,,4.372984,1088975,4.587299,15.75556,-6.743681,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,MD-G1,6/24/22,_lite,Peter Franchot,"","","","",Kelly Schulz,"","","",all others,.957225,0,0,,.042775,0,0,,0,0,.957225,.042775,.00475,.2093659,1824525,2186209,1466280,59.18298,0,0,,0,37.39859,0,0,,3.418436,0,6.574777,67.23782,45.52387,0,0,0,,0,,0,.9302426,51.08648,29.31295,0,0,0,,0,,26.27618,4305056,21.78439,37.53505,5.93239,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,MA-G1,6/24/22,_lite,Maura Healey,"","","","",Geoff Diehl,"","","",all others,.99425,0,0,,.00575,0,0,,0,0,.99425,.00575,.000625,.022876,2197161,2632162,1776254,59.36301,0,0,,0,35.95968,0,0,,4.677312,0,8.595806,65.18602,41.81179,0,0,0,,0,,0,1.507063,53.42232,30.10711,0,0,0,,0,,32.67038,4999558,23.40332,34.35764,12.33878,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,KS-G1,6/24/22,_lite,Laura Kelly,"","","",Seth Cordell,Derek Schmidt,"","","","",.3256,0,0,,.67435,0,0,,.00005,0,.3256,.67435,.078225,6.410036,981402.6,1164129,801537.8,46.46425,0,0,,2.662391,50.87336,0,0,,0,5.266232,0,53.11917,57.58559,0,0,0,,0,,.6548913,0,39.75846,44.25639,0,0,0,,0,,-21.09543,2089024,-4.409103,8.507502,-17.5316,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,IL-G1,6/24/22,_lite,J.B. Pritzker,"","","","",Darren Bailey,"","","","",.9698,0,0,,.0302,0,0,,0,0,.9698,.0302,.00315,.0567926,4460472,5261237,3688055,60.03664,0,0,,0,39.96336,0,0,,0,0,0,66.62976,46.53803,0,0,0,,0,,0,0,53.46197,33.37024,0,0,0,,0,,13.22368,8928145,20.07329,33.25952,6.923931,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,ID-G1,6/24/22,_lite,Stephen Heidt,"","","","",Brad Little,"","","",all others,.000325,0,0,,.999675,0,0,,0,0,.000325,.999675,.0003,.0471231,511975.9,619948.6,405836.2,22.57852,0,0,,0,70.11428,0,0,,7.307197,0,12.45152,30.60544,78.12857,0,0,0,,0,,0,2.94835,14.50632,62.07059,0,0,0,,0,,-36.76822,1297934,-47.53576,-32.304,-62.78611,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,IA-G1,6/24/22,_lite,Deidre DeJear,"","","",Rick Stewart,Kim Reynolds,"","","","",.104925,0,0,,.89505,0,0,,.000025,0,.104925,.89505,.0632,4.213238,1206322,1414852,1002641,43.76382,0,0,,1.842304,54.39388,0,0,,0,3.795777,0,49.28695,59.88467,0,0,0,,0,,.3708516,0,38.29832,48.84157,0,0,0,,0,,-9.622491,2295209,-10.63006,.2549305,-21.35247,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,HI-G1,6/24/22,_lite,Josh Green,"","","","",Heidi Haunani Tsuneyoshi,"","","",all others,.982225,0,0,,.017775,0,0,,0,0,.982225,.017775,.00195,.424449,369463.2,452451.6,289427.6,61.6363,0,0,,0,33.95489,0,0,,4.408811,0,8.145145,69.93884,42.26411,0,0,0,,0,,0,1.376639,53.27985,25.67067,0,0,0,,0,,31.80856,1007469,27.6814,43.7226,11.47845,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,GA-G1,6/24/22,_lite,Stacey Abrams,"","","","",Brian Kemp,"","","",all others,.194225,0,0,,.805775,0,0,,0,0,.194225,.805775,.1059875,2.602665,3274903,3894361,2658964,45.617,0,0,,0,51.81658,0,0,,2.566426,0,5.085213,50.60981,56.83168,0,0,0,,0,,0,.6056309,40.56062,46.75706,0,0,0,,0,,-7.357742,7356953,-6.199581,3.432808,-15.89709,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,FL-G1,6/24/22,_lite,Charlie Crist,"","","","",Ron DeSantis,"","","",all others,.10435,0,0,,.89565,0,0,,0,0,.10435,.89565,.0781625,.8376433,7504149,8822737,6216240,43.61157,0,0,,0,53.01913,0,0,,3.369292,0,6.466268,48.66022,58.07626,0,0,0,,0,,0,.9174511,38.52434,47.93198,0,0,0,,0,,-7.44125,1.46e+07,-9.407562,.1725483,-19.02947,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,CT-G1,6/24/22,_lite,Edward Lamont,"","","","",Robert Stefanowski,"","","",all others,.87475,0,0,,.12525,0,0,,0,0,.87475,.12525,.014125,.8899711,1276364,1509960,1050687,52.72136,0,0,,0,43.86683,0,0,,3.41181,0,6.54707,57.93425,49.09015,0,0,0,,0,,0,.9328982,47.47185,38.56001,0,0,0,,0,,12.14246,2618620,8.854538,18.92945,-1.074242,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,CO-G1,6/24/22,_lite,Jared Polis,"","","","",Heidi Ganahl,"","","",all others,.8255,0,0,,.1745,0,0,,0,0,.8255,.1745,.022125,.8078372,2202528,2584234,1829582,50.96309,0,0,,0,41.84296,0,0,,7.193955,0,12.31652,57.77263,48.65171,0,0,0,,0,,0,2.864694,44.05857,34.92403,0,0,0,,0,,6.733898,4183729,9.120129,21.88295,-3.608225,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,CA-G1,6/24/22,_lite,Gavin Newsom,"","","","",Brian Dahle,"","","","",.993025,0,0,,.006975,0,0,,0,0,.993025,.006975,.0007875,.0061681,1.03e+07,1.24e+07,8183847,66.70629,0,0,,0,33.29371,0,0,,0,0,0,74.47525,41.12593,0,0,0,,0,,0,0,58.87407,25.52475,0,0,0,,0,,25.74052,2.54e+07,33.41258,48.95049,17.74813,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
2022,Governor,AZ-G1,6/24/22,_lite,Katie Hobbs,"","","",Steve Remus,Kari Lake,"","","","",.392025,0,0,,.607925,0,0,,.00005,0,.392025,.607925,.086225,3.140167,2208221,2632104,1793740,47.97923,0,0,,1.686692,50.33408,0,0,,0,3.522082,0,53.77613,56.12647,0,0,0,,0,,.3235451,0,42.13993,44.49173,0,0,0,,0,,-7.109708,4969373,-2.354858,9.052158,-13.80461,,,,,,,,,,,,,,,,,,,40000,11:37:32 29 Jun 2022
